#	negative rates are set to zero!!																									
#	2006 Jan 1 MJD	53736																								
#	start_monit_MJD	53790																								
#	Rate to lum conv	1.00E+36	ADJUST																							
#	Back scale	3																								
#	Significance	3																								
#	STDEV	0.000915491	AVG_RATE	0.001482732																						
#	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
#	ObsID	Date	MJD	Exp	 Src_cnts	Soft	Hard	Bg_cnts	Soft	Hard	Norm_bg_cnts	Net_src_cnts	Err	Rate	Err	Bg_rate	HR	err	Lx	err	Days_since_prev_obs	Frac_year	Year	Sign	>3sigma?	comment
	35063001	2006-02-24T22:54:51	53790.95551	1018.893673	1	1	0	0	0	0	0	1	1	0.000981457	0.000981457	0	0.000E+00	0.000E+00	9.815E+32	9.81E+32		2006.15	2006	-0.54754778	N	
	35063002	2006-02-25T08:33:00	53791.35701	891.5332978	1	0	1	4	1	3	1.333333333	-0.333333333	0	0	0	0.001495551	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.401495573	2006.15	2006	-1.619602874	N	
	35063003	2006-02-26T08:40:24	53792.36215	866.56048	5	3	2	2	1	1	0.666666667	4.333333333	2.081665999	0.005000613	0.002402217	0.000769325	8.165E-01	9.129E-01	5.001E+33	2.40E+33	1.005141374	2006.15	2006	3.842617138	Y	
	35063004	2006-02-27T07:11:39	53793.30052	836.5934389	2	1	1	2	0	2	0.666666667	1.333333333	1.154700538	0.001593765	0.001380241	0.000796882	1.000E+00	1.414E+00	1.594E+33	1.38E+33	0.93837088	2006.16	2006	0.121282805	N	
	35063005	2006-02-28T12:08:09	53794.50642	881.5440237	1	1	0	1	1	0	0.333333333	0.666666667	0.816496581	0.000756249	0.000926212	0.000378124	0.000E+00	0.000E+00	7.562E+32	9.26E+32	1.20590002	2006.16	2006	-0.793544562	N	
	35063006	2006-03-01T06:04:24	53795.25382	1433.449469	4	2	2	2	0	2	0.666666667	3.333333333	1.825741858	0.002325393	0.00127367	0.000465079	1.000E+00	1.000E+00	2.325E+33	1.27E+33	0.747397755	2006.16	2006	0.920447488	N	
	35063007	2006-03-02T14:12:41	53796.5929	1533.340042	4	1	3	5	2	3	1.666666667	2.333333333	1.527525232	0.001521732	0.000996208	0.001086952	1.732E+00	1.155E+00	1.522E+33	9.96E+32	1.339078195	2006.17	2006	0.042600956	N	
	35063008	2006-03-03T03:02:24	53797.12743	1795.552734	5	1	4	3	1	2	1	4	2	0.002227726	0.001113863	0.000556932	2.000E+00	1.118E+00	2.228E+33	1.11E+33	0.534534227	2006.17	2006	0.813765151	N	
	35063009	2006-03-04T01:36:26	53798.06773	998.915487	4	2	2	5	3	2	1.666666667	2.333333333	1.527525232	0.002335867	0.001529184	0.001668476	1.000E+00	1.000E+00	2.336E+33	1.53E+33	0.940294915	2006.17	2006	0.93188794	N	
	35063010	2006-03-05T22:21:31	53799.93236	981.4346405	1	0	1	3	2	1	1	0	0	0	0	0.001018917	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.864638534	2006.18	2006	-1.619602874	N	
	35063011	2006-03-06T16:03:28	53800.66983	986.4292189	3	0	3	4	1	2	1.333333333	1.666666667	1.290994449	0.001689596	0.001308755	0.001351677	0.000E+00	0.000E+00	1.690E+33	1.31E+33	0.737465778	2006.18	2006	0.225959774	N	
