#	negative rates are set to zero!!																									
#	2006 Jan 1 MJD	53736																								
#	start_monit_MJD	53790																								
#	Rate to lum conv	1.00E+36	ADJUST																							
#	Back scale	3																								
#	Significance	3																								
#	STDEV	0.000764544	AVG_RATE	0.000789277																						
#	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
#	ObsID	Date	MJD	Exp	 Src_cnts	Soft	Hard	Bg_cnts	Soft	Hard	Norm_bg_cnts	Net_src_cnts	Err	Rate	Err	Bg_rate	HR	err	Lx	err	Days_since_prev_obs	Frac_year	Year	Sign	>3sigma?	comment
	35063001	2006-02-24T22:54:51	53790.95551	1010.6896	0	0	0	3	2	1	1	-1	0	0	0	0.000989423	0.000E+00	0.000E+00	0.000E+00	0.00E+00		2006.15	2006	-1.032349117	N	
	35063002	2006-02-25T08:33:00	53791.35701	869.0576684	1	1	0	3	2	0	1	0	0	0	0	0.001150672	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.401495573	2006.15	2006	-1.032349117	N	
	35063003	2006-02-26T08:40:24	53792.36215	854.0740177	3	2	1	1	1	0	0.333333333	2.666666667	1.632993162	0.00312229	0.001912004	0.000390286	7.071E-01	1.225E+00	3.122E+33	1.91E+33	1.005141374	2006.15	2006	3.051508323	Y	probably nothing
	35063004	2006-02-27T07:11:39	53793.30052	824.106674	3	2	1	1	1	0	0.333333333	2.666666667	1.632993162	0.003235827	0.001981531	0.000404478	7.071E-01	1.225E+00	3.236E+33	1.98E+33	0.93837088	2006.16	2006	3.200011379	Y	probably nothing
	35063005	2006-02-28T12:08:09	53794.50642	865.8316692	0	0	0	3	0	2	1	-1	0	0	0	0.001154959	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.20590002	2006.16	2006	-1.032349117	N	
	35063006	2006-03-01T06:04:24	53795.25382	1433.449469	4	1	3	2	1	1	0.666666667	3.333333333	1.825741858	0.002325393	0.00127367	0.000465079	1.732E+00	1.155E+00	2.325E+33	1.27E+33	0.747397755	2006.16	2006	2.009192116	N	
	35063007	2006-03-02T14:12:41	53796.5929	1523.342107	1	0	0	4	3	0	1.333333333	-0.333333333	0	0	0	0.000875268	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.339078195	2006.17	2006	-1.032349117	N	
	35063008	2006-03-03T03:02:24	53797.12743	1752.167424	3	2	1	2	0	2	0.666666667	2.333333333	1.527525232	0.001331684	0.000871792	0.000380481	7.071E-01	1.225E+00	1.332E+33	8.72E+32	0.534534227	2006.17	2006	0.70945188	N	
	35063009	2006-03-04T01:36:26	53798.06773	998.915487	1	0	1	5	0	5	1.666666667	-0.666666667	0	0	0	0.001668476	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.940294915	2006.17	2006	-1.032349117	N	
	35063010	2006-03-05T22:21:31	53799.93236	973.8729097	0	0	0	4	2	1	1.333333333	-1.333333333	0	0	0	0.001369104	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.864638534	2006.18	2006	-1.032349117	N	
	35063011	2006-03-06T16:03:28	53800.66983	983.9319297	1	0	0	4	2	2	1.333333333	-0.333333333	0	0	0	0.001355107	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.737465778	2006.18	2006	-1.032349117	N	
	35063012	2006-03-07T14:47:25	53801.61702	751.6861069	1	1	0	4	1	3	1.333333333	-0.333333333	0	0	0	0.00177379	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.947191565	2006.18	2006	-1.032349117	N	
	35063013	2006-03-08T01:48:40	53802.07622	958.9590955	1	0	1	5	1	4	1.666666667	-0.666666667	0	0	0	0.001737996	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.459197432	2006.18	2006	-1.032349117	N	
	35063014	2006-03-09T00:19:39	53803.01441	1615.739609	1	0	1	4	2	2	1.333333333	-0.333333333	0	0	0	0.000825215	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.938186285	2006.18	2006	-1.032349117	N	
	35063015	2006-03-10T02:11:43	53804.09223	1087.281779	0	0	0	1	0	1	0.333333333	-0.333333333	0	0	0	0.000306575	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.077821589	2006.19	2006	-1.032349117	N	
	35063016	2006-03-14T02:25:31	53808.10182	1095.539343	0	0	0	4	1	2	1.333333333	-1.333333333	0	0	0	0.001217057	0.000E+00	0.000E+00	0.000E+00	0.00E+00	4.009591578	2006.20	2006	-1.032349117	N	
	35063017	2006-03-15T02:31:24	53809.1059	1261.076232	2	0	2	1	1	0	0.333333333	1.666666667	1.290994449	0.001321622	0.001023724	0.000264324	0.000E+00	0.000E+00	1.322E+33	1.02E+33	1.004081059	2006.20	2006	0.696291688	N	
	35063018	2006-03-16T02:37:24	53810.11007	1149.527519	0	0	0	1	1	0	0.333333333	-0.333333333	0	0	0	0.000289974	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.00416883	2006.20	2006	-1.032349117	N	
	35063019	2006-03-17T04:19:25	53811.18092	985.4502	0	0	0	2	0	2	0.666666667	-0.666666667	0	0	0	0.00067651	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.070847293	2006.21	2006	-1.032349117	N	
	35063020	2006-03-18T02:50:30	53812.11916	229.748561	0	0	0	2	1	1	0.666666667	-0.666666667	0	0	0	0.002901723	0.000E+00	0.000E+00	0.000E+00	0.00E+00	0.938241441	2006.21	2006	-1.032349117	N	
	35063021	2006-03-19T04:52:27	53813.20385	971.445542	1	0	1	4	2	2	1.333333333	-0.333333333	0	0	0	0.001372525	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.084691425	2006.21	2006	-1.032349117	N	
	35063022	2006-03-20T04:53:05	53814.20429	55.9399976	0	0	0	0	0	0	0	0	0	0	0	0	0.000E+00	0.000E+00	0.000E+00	0.00E+00	1.000442244	2006.21	2006	-1.032349117	N	
